job_name,instance_count,failed_instance_count,instance_fail_rate,inst_duration_mean,inst_duration_max,inst_duration_std,cpu_avg_mean,cpu_avg_max,cpu_max_mean,cpu_max_max,mem_avg_mean,mem_avg_max,mem_max_mean,mem_max_max,cpu_spike_mean,mem_spike_mean,first_start_time,last_end_time,primary_machine_id,unique_machines,job_failure,runtime_span,task_count,unique_task_count,total_instances,max_instances_per_task,mean_instances_per_task,dag_depth,fan_in_mean,fan_in_max,root_task_ratio,plan_cpu_mean,plan_cpu_max,plan_cpu_sum,plan_mem_mean,plan_mem_max,plan_mem_sum,resource_product_sum,task_start_min,task_end_max,task_duration_mean,task_duration_max,task_fail_rate,job_span,parallelism_proxy,dependency_density,cpu_mem_ratio,critical_path_proxy,dag_complexity,machine_id,machine_cpu_mean,machine_cpu_std,machine_cpu_max,machine_mem_mean,machine_mem_std,machine_mem_max,machine_net_in_mean,machine_net_out_mean,machine_disk_mean,machine_records,machine_pressure,submit_hour,submit_day,sin_hour,cos_hour,prev_failure_rate_200,prev_runtime_mean_200,local_arrival_density_200,cx_dag,cx_pressure,cx_retry,cx_parallel,cx_span,complexity_score
j_202573,1,0,0.0,1.0,1,,88.0,88.0,90.0,90.0,0.02,0.02,0.02,0.02,2.0,0.0,275119,275120,m_2067,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_2067,40.9246935201401,12.871875393962565,89.0,91.73788674839463,3.213087304265336,98.0,43.25958114419148,34.352483946293056,9.388645650904845,6852.0,0.4735040863981319,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,62.545,0.013095861707700367,,0.9790084096134436,0.0,,0.0008697089084275937,
j_1569045,201,0,0.0,16.975124378109452,28,3.2717545918746316,60.63681592039801,159.0,283.2238805970149,694.0,0.08975124378109452,0.17,0.1580597014925373,0.21,222.5870646766169,0.06830845771144278,275124,275162,m_1630,198,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,62.145,0.013102725366876311,,0.0,0.0,,0.03304893852024856,
j_1262304,3,0,0.0,2.6666666666666665,6,2.8867513459481287,42.666666666666664,77.0,44.333333333333336,77.0,0.02,0.02,0.030000000000000002,0.05,1.6666666666666667,0.01,275347,275358,m_1331,3,0,11,3.0,3.0,3.0,1.0,1.0,3.0,0.6666666666666666,2.0,0.6666666666666666,50.0,50.0,150.0,0.20000000000000004,0.2,0.6000000000000001,30.0,275345.0,275358.0,8.333333333333334,13.0,0.0,13.0,0.21428571427040816,0.22222222214814813,249.99999874999995,39.0,7.772588722239782,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,62.005,0.013021681099029885,0.26906581786785994,0.0,0.0,0.002504475282946856,0.00956679799270353,0.08253043635170552
j_1363254,1,0,0.0,1.0,1,,81.0,81.0,82.0,82.0,0.04,0.04,0.06,0.06,1.0,0.019999999999999997,275367,275368,m_1439,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,61.96,0.01301320840653263,,0.0,0.0,,0.0008697089084275937,
j_496256,240,0,0.0,7.566666666666666,10,2.239744954597676,18.0125,92.0,70.3375,350.0,0.2693333333333333,0.85,0.3047916666666666,0.97,52.325,0.03545833333333332,275384,275394,m_1125,219,0,10,10.0,10.0,240.0,79.0,24.0,4.0,0.9,3.0,0.3,100.0,100.0,1000.0,0.404,0.59,4.04,404.0,275384.0,275394.0,4.7,10.0,0.0,10.0,21.818181816198347,0.089999999991,247.52475186256245,40.0,14.882692206289025,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,59.035,0.013144922773578704,0.6242424348144079,0.0,0.0,0.25858524811744,0.008697089084275937,0.22736508102457975
j_2273904,1,0,0.0,1.0,1,,80.0,80.0,86.0,86.0,0.04,0.04,0.06,0.06,6.0,0.019999999999999997,275411,275412,m_1805,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,59.085,0.013176098557217209,,0.0,0.0,,0.0008697089084275937,
j_440146,3,0,0.0,0.6666666666666666,2,1.1547005383792517,12.666666666666666,16.0,14.666666666666666,16.0,0.02,0.02,0.02,0.02,2.0,0.0,275628,275636,m_1413,3,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,59.09,0.013008976193573565,,0.0,0.0,,0.00695767126742075,
j_1289368,9,0,0.0,1.5555555555555556,9,2.833333333333333,75.77777777777777,88.0,79.66666666666667,90.0,0.021111111111111112,0.03,0.022222222222222223,0.04,3.888888888888889,0.0011111111111111113,275732,275753,m_1088,9,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,58.925,0.012924071082390954,,0.0,0.0,,0.018263887076979467,
j_771058,8,0,0.0,19.25,39,19.06942204532841,40.75,93.0,83.125,112.0,0.17125,0.92,0.1875,0.97,42.375,0.01624999999999999,275756,275795,m_1694,8,0,39,8.0,8.0,8.0,1.0,1.0,4.0,0.875,3.0,0.375,50.0,50.0,400.0,0.2375,0.3,1.9,95.0,275756.0,275795.0,19.25,39.0,0.0,39.0,0.199999999995,0.10937499998632813,210.5263149030471,156.0,11.39444915467244,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,59.025,0.012913223140495868,0.4499914736378348,0.0,0.0,0.002335140236394174,0.03391864742867615,0.140435510241111
j_1887791,1,0,0.0,2.0,2,,65.0,65.0,75.0,75.0,0.02,0.02,0.02,0.02,10.0,0.0,275931,275933,m_165,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,59.21,0.012782002939860676,,0.0,0.0,,0.0017394178168551875,
j_2154143,2,0,0.0,4.5,5,0.7071067811865476,66.5,120.0,125.5,151.0,0.05,0.07,0.065,0.08,59.0,0.015,275982,275987,m_1198,2,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,59.075,0.012745347947998982,,0.0,0.0,,0.004348544542137968,
j_2434347,10,0,0.0,0.6,2,0.9660917830792959,44.2,95.0,64.3,100.0,0.08,0.2,0.184,0.54,20.1,0.10400000000000001,276112,276114,m_1281,10,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,58.775,0.012686330478908976,,0.0,0.0,,0.0017394178168551875,
j_1826807,1078,0,0.0,11.185528756957329,13,2.1099961602557253,12.890538033395176,99.0,95.1252319109462,500.0,0.47799628942486083,1.08,0.5335992578849722,1.15,82.23469387755102,0.05560296846011131,276139,276152,m_1009,1055,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,58.765,0.012778736182991503,,0.0,0.0,,0.011306215809558718,
j_740629,2,0,0.0,0.5,1,0.7071067811865476,79.5,81.0,79.5,81.0,0.025,0.03,0.025,0.03,0.0,0.0,276309,276313,m_1239,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,58.795,0.01268874508311128,,0.0,0.0,,0.003478835633710375,
j_1029840,1,0,0.0,1.0,1,,6.0,6.0,6.0,6.0,0.02,0.02,0.02,0.02,0.0,0.0,276329,276330,m_3144,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,58.31,0.012723455690565558,,0.0,0.0,,0.0008697089084275937,
j_770238,52,0,0.0,33.53846153846154,287,64.23286726281502,62.01923076923077,95.0,142.26923076923077,294.0,0.1928846153846154,1.81,0.22096153846153846,2.01,80.25,0.02807692307692307,276502,276789,m_1708,47,0,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,58.225,0.01268874508311128,,0.0,0.0,,0.2496064567187194,
j_1123568,3,0,0.0,4.0,4,0.0,40.0,98.0,88.33333333333333,170.0,0.02666666666666667,0.03,0.03,0.03,48.333333333333336,0.0033333333333333327,276507,276511,m_2229,3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_2229,27.473132764556205,13.877983184351953,94.0,90.82712168837,3.4186728688398667,98.0,40.18479419248615,30.527955395898815,4.648705283640173,6681.0,0.40982986578855457,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,59.655,0.01277791975466394,,0.8473567528631296,0.0,,0.003478835633710375,
j_1242639,10,0,0.0,13.6,15,1.1737877907772674,59.5,78.0,102.1,150.0,0.072,0.26,0.075,0.28,42.6,0.0030000000000000027,276558,276573,m_3802,7,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,59.6,0.012768945923514014,,0.0,0.0,,0.013045633626413906,
j_590733,30,1,0.03333333333333333,3081.4333333333334,3832,1059.039209437704,2.4482758620689653,56.0,12.793103448275861,100.0,0.020344827586206895,0.03,0.020344827586206895,0.03,10.0,0.0,276570,280413,m_1455,29,1,3843,3.0,3.0,29.0,27.0,9.666666666666666,4.0,3.0,3.0,0.0,15.0,30.0,45.0,0.043333333333333335,0.05,0.13,2.15,276500.0,280413.0,2631.0,3913.0,0.0,3913.0,0.007409299948899487,0.9999999996666666,346.15383816568067,15652.0,11.787491742782045,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.005,59.665,0.012768945923514014,0.4696254405799281,0.0,0.9999999989999999,5.2275373692846256e-05,0.9999999999991303,0.44089547332990187
j_549078,54,0,0.0,65.42592592592592,143,33.534888536067704,77.96296296296296,101.0,139.1851851851852,194.0,0.08333333333333333,0.15,0.09074074074074075,0.16,61.22222222222222,0.007407407407407408,276711,276854,m_1138,52,0,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.01,78.87,0.012764871074802144,,0.0,0.0,,0.12436837390514591,
j_2515636,54,0,0.0,2.4074074074074074,8,1.5723857431391044,34.5,93.0,75.14814814814815,175.0,0.05037037037037037,0.32,0.0512962962962963,0.32,40.648148148148145,0.0009259259259259256,276755,276763,m_923,53,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.01,79.58,0.012813941568426447,,0.0,0.0,,0.00695767126742075,
j_264998,76,0,0.0,10.18421052631579,43,5.116536657585975,57.55263157894737,100.0,136.32894736842104,200.0,0.0443421052631579,0.05,0.049210526315789475,0.06,78.77631578947368,0.00486842105263158,276817,276887,m_2496,75,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.01,79.575,0.012801638609742047,,0.0,0.0,,0.06087962358993156,
j_2407168,353,0,0.0,13.48441926345609,51,4.22525022993159,52.6657223796034,99.0,134.0028328611898,200.0,0.048583569405099156,0.06,0.05968838526912181,0.07,81.33711048158641,0.01110481586402266,276825,276887,m_572,352,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.01,79.64,0.012884107453456162,,0.0,0.0,,0.05392195232251081,
j_1476278,35,0,0.0,6.171428571428572,45,7.027198062175422,68.28571428571429,85.0,95.22857142857143,155.0,0.07085714285714285,0.22,0.07228571428571429,0.24,26.942857142857143,0.001428571428571429,276838,276883,m_10,35,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.01,77.58,0.012902393393974584,,0.0,0.0,,0.039136900879241716,
j_1861609,1,0,0.0,1.0,1,,16.0,16.0,16.0,16.0,0.02,0.02,0.02,0.02,0.0,0.0,276985,276986,m_3824,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.01,77.64,0.013166556945358789,,0.0,0.0,,0.0008697089084275937,
j_75298,1,0,0.0,5.0,5,,64.0,64.0,85.0,85.0,0.06,0.06,0.1,0.1,21.0,0.04000000000000001,277022,277027,m_41,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.01,77.62,0.013144058885383806,,0.0,0.0,,0.004348544542137968,
j_1838938,11,0,0.0,10.0,24,10.639548862616309,46.45454545454545,87.0,115.63636363636364,296.0,0.07454545454545454,0.26,0.08181818181818182,0.3,69.18181818181819,0.007272727272727272,277042,277066,m_1312,8,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.01,77.585,0.01325293221125174,,0.0,0.0,,0.02087301380226225,
j_2147815,4,0,0.0,1.0,1,0.0,46.5,76.0,53.5,76.0,0.02,0.02,0.01,0.02,7.0,-0.01,277091,277092,m_1016,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.8660254037844386,0.5000000000000001,0.01,77.66,0.013226638449837973,,0.0,0.0,,0.0008697089084275937,
j_1350894,2,0,0.0,0.0,0,0.0,73.5,90.0,73.5,90.0,0.04,0.06,0.0,0.0,0.0,-0.04,277093,277093,m_2076,2,0,0,2.0,2.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,100.0,100.0,200.0,0.345,0.39,0.69,69.0,277093.0,277093.0,0.0,0.0,0.0,0.0,1.9999999979999998,0.249999999875,289.85507162360847,0.0,5.19722457733622,m_2076,42.028775927548935,14.236135111005279,91.0,87.4380660239556,7.147197420713798,98.0,40.25416155419223,30.299931346771835,7.172655565293602,6846.0,0.4554649917226605,4.0,3.0,0.8660254037844386,0.5000000000000001,0.01,77.65,0.013364517206815904,0.14041661797304292,0.9417111065987228,0.0,0.023671356093777025,0.0,0.2811034654556601
j_1530615,33,0,0.0,28.545454545454547,39,10.677344324230711,52.03030303030303,105.0,252.84848484848484,495.0,0.05969696969696969,0.13,0.08666666666666667,0.23,200.8181818181818,0.02696969696969697,277210,277249,m_105,33,0,39,6.0,6.0,33.0,12.0,5.5,2.0,0.8333333333333334,1.0,0.16666666666666666,100.0,100.0,600.0,0.44166666666666665,0.49,2.65,265.0,277210.0,277249.0,33.5,39.0,0.0,39.0,0.8249999999793751,0.13888888886574074,226.41509382698467,78.0,8.472270673671474,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,77.26,0.013338668800853675,0.30401758319807975,0.0,0.0,0.00974354852823344,0.03391864742867615,0.09775460435296035
j_530783,2,0,0.0,0.0,0,0.0,66.5,82.0,66.5,82.0,0.035,0.05,0.0,0.0,0.0,-0.035,277345,277345,m_3683,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,77.24,0.013362731342286365,,0.0,0.0,,0.0,
j_1087771,12,0,0.0,4.5,5,0.7977240352174658,15.583333333333334,38.0,66.16666666666667,181.0,0.18166666666666667,0.4,0.2175,0.48,50.583333333333336,0.03583333333333333,277366,277371,m_1844,12,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,77.23,0.0134562336002153,,0.0,0.0,,0.004348544542137968,
j_923749,2,0,0.0,2.0,2,0.0,13.5,18.0,34.0,39.0,0.05,0.07,0.06,0.09,20.5,0.009999999999999995,277466,277468,m_1324,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,77.255,0.013430931435095024,,0.0,0.0,,0.0017394178168551875,
j_2131400,1,0,0.0,6.0,6,,4.0,4.0,9.0,9.0,0.02,0.02,0.02,0.02,5.0,0.0,277510,277516,m_1165,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,77.255,0.013566680233346902,,0.0,0.0,,0.005218253450565562,
j_640046,352,0,0.0,6.582386363636363,12,2.9184601545437743,34.28125,141.0,98.73579545454545,246.0,0.0946875,0.67,0.11394886363636364,0.82,64.45454545454545,0.019261363636363635,277623,277635,m_3037,314,0,12,36.0,36.0,352.0,33.0,9.777777777777779,10.0,1.1666666666666667,9.0,0.19444444444444445,100.0,100.0,3600.0,0.4361111111111111,0.59,15.7,1570.0,277623.0,277635.0,4.861111111111111,12.0,0.0,12.0,27.076923074840238,0.03240740740650721,229.29936253154284,120.0,28.47738596957752,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,77.22,0.013509862199405566,0.9999999999500462,0.0,0.0,0.32091949187125407,0.010436506901131124,0.3497033998008716
j_970596,739,0,0.0,1.2408660351826792,9,0.8124420727630401,60.40460081190798,97.0,76.37483085250338,300.0,0.029512855209742894,0.03,0.029986468200270636,0.03,15.9702300405954,0.00047361299052774006,277799,277832,m_1056,688,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,77.18,0.013412017167381975,,0.0,0.0,,0.028700393978110594,
j_1108410,6300,0,0.0,3.4020634920634922,50,1.7318479199252304,45.04079365079365,103.0,78.4863492063492,500.0,0.028674603174603176,0.03,0.03,0.04,33.44555555555556,0.001325396825396825,277899,278043,m_1004,3713,0,144,3.0,3.0,6300.0,6298.0,2100.0,2.0,0.6666666666666666,1.0,0.3333333333333333,100.0,100.0,300.0,0.3933333333333333,0.49,1.18,118.0,277964.0,278043.0,25.666666666666668,66.0,0.0,79.0,78.74999999901563,0.22222222214814813,254.23728748922724,132.0,13.134757991061946,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,77.345,0.013552890153825305,0.5369264959392243,0.0,0.0,0.9334238943664215,0.1252380828135735,0.3198772453587665
j_193478,2858,0,0.0,176.3257522743177,325,78.83877587361735,84.50682534126706,133.0,118.16065803290165,300.0,0.4277178858942947,0.59,0.5247917395869793,0.72,33.64205738278516,0.0970398880335899,277957,278655,m_129,2290,0,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,77.99,0.013552890153825305,,0.0,0.0,,0.6070568180824604,
j_852877,746,0,0.0,6.954423592493297,14,2.002833697956681,70.00938337801608,92.0,97.76541554959786,200.0,0.04920911528150134,0.33,0.051166219839142095,0.34,27.75603217158177,0.0019571045576407507,277991,278005,m_1012,734,0,14,2.0,2.0,746.0,745.0,373.0,2.0,0.5,1.0,0.5,100.0,100.0,200.0,0.345,0.39,0.69,69.0,277970.0,278005.0,35.0,35.0,0.0,35.0,20.722222221646607,0.249999999875,289.85507162360847,70.0,10.714677473800927,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,81.475,0.013559322033898305,0.41603430178377465,0.0,0.0,0.24559434228063856,0.012175924717986312,0.16347583058492612
j_2127665,3,0,0.0,1.0,1,0.0,64.33333333333333,87.0,69.33333333333333,90.0,0.02666666666666667,0.04,0.036666666666666674,0.07,5.0,0.010000000000000002,278018,278019,m_1188,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,79.695,0.013764624913971093,,0.0,0.0,,0.0008697089084275937,
j_1466491,15262,0,0.0,2.1190538592582886,40,3.803428585951764,73.49986895557593,148.0,100.13510680120561,500.0,0.0314990811236545,0.23,0.03432783870755894,0.25,26.635237845629668,0.002803695452758485,278022,278150,m_2042,2927,0,128,14.0,14.0,15262.0,12230.0,1090.142857142857,4.0,0.9285714285714286,3.0,0.42857142857142855,100.0,100.0,1400.0,0.38785714285714284,0.79,5.43,543.0,278010.0,278150.0,17.642857142857142,68.0,0.0,140.0,108.24113475100539,0.06632653060750729,257.82688699639476,272.0,19.341237079017333,m_2042,32.4825194621373,13.050733454792388,94.0,89.72965322009908,4.500686333252595,98.0,41.15695966029724,29.331765038924278,5.1668789808917195,7065.0,0.4245968388770937,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,79.685,0.013818835072203415,0.8469636494848538,0.8778886769869259,0.0,0.9999999999881465,0.111322740278732,0.6402596751322194
j_1464112,7,0,0.0,2.0,2,0.0,30.571428571428573,64.0,46.42857142857143,73.0,0.04142857142857143,0.07,0.045714285714285714,0.08,15.857142857142858,0.004285714285714284,278051,278053,m_1960,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_1960,39.425839416058395,12.194623293252008,90.0,91.07124087591241,3.5840701898529805,98.0,47.61484379562044,36.8247693430657,7.387299270072993,6850.0,0.459614598540146,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,80.32,0.013946028868279758,,0.9502907579419887,0.0,,0.0017394178168551875,
j_1607265,2,0,0.0,0.5,1,0.7071067811865476,55.0,77.0,56.0,77.0,0.02,0.02,0.02,0.02,1.0,0.0,278108,278112,m_2249,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_2249,34.079400644167485,13.056073743722022,88.0,90.69864164682818,3.79918679238987,98.0,36.053825794706626,27.381781263128413,5.980955048312561,7141.0,0.43586332446436077,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,80.31,0.014098406880022556,,0.9011830570220094,0.0,,0.003478835633710375,
j_1160667,25,0,0.0,1.04,4,0.8406346808612327,46.28,90.0,52.36,90.0,0.02,0.02,0.02,0.02,6.08,0.0,278128,278137,m_1792,24,0,9,2.0,2.0,25.0,24.0,12.5,2.0,0.5,1.0,0.5,50.0,50.0,100.0,0.2,0.2,0.4,20.0,278125.0,278137.0,9.5,12.0,0.0,12.0,1.9230769229289941,0.249999999875,249.99999875,24.0,7.356708826689592,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,80.23,0.01409741312469162,0.24829104086370332,0.0,0.0,0.02275955201825053,0.007827380175848343,0.07907535208822583
j_224362,61,0,0.0,2.459016393442623,5,0.696988055655745,53.704918032786885,85.0,78.70491803278688,144.0,0.2421311475409836,0.53,0.3747540983606557,0.65,25.0,0.13262295081967213,278297,278302,m_112,52,0,5,1.0,1.0,61.0,61.0,61.0,1.0,0.0,0.0,1.0,100.0,100.0,100.0,0.2,0.2,0.2,20.0,278297.0,278302.0,5.0,5.0,0.0,5.0,10.166666664972222,0.0,499.9999975,5.0,5.820281565605037,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,80.255,0.013932427725531172,0.17154067597791947,0.0,0.0,0.12047455777985205,0.004348544542137968,0.07018566814167435
j_1277129,5,0,0.0,2.4,4,1.51657508881031,76.0,143.0,130.6,252.0,0.386,0.68,0.528,0.85,54.6,0.14199999999999996,278303,278307,m_2057,5,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_2057,27.558896151053013,12.739862312856616,82.0,90.58271604938271,3.935714966383095,98.0,38.69267828612927,27.774910675381264,6.552360203340595,6885.0,0.4156465746792544,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,80.22,0.014015416958654521,,0.8593832740354945,0.0,,0.003478835633710375,
j_874243,70,0,0.0,24.585714285714285,68,15.037627064908586,72.27142857142857,143.0,398.3285714285714,777.0,0.07557142857142857,0.25,0.10928571428571429,0.29,326.0571428571429,0.03371428571428571,278355,278423,m_2212,66,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_2212,26.505986231667165,13.276594554411941,91.0,91.020053876085,3.5077973055646234,98.0,32.00125411553427,21.453139778509428,4.322059263693505,6682.0,0.40616033123815226,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,80.165,0.014027212792818065,,0.8397696901800205,0.0,,0.059140205773076375,
j_413808,4,0,0.0,2.25,3,0.9574271077563381,56.5,88.0,107.25,160.0,0.08499999999999999,0.22,0.11250000000000002,0.28,50.75,0.02750000000000001,278477,278480,m_1662,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,80.48,0.014024261973213659,,0.0,0.0,,0.002609126725282781,
j_1174216,77,0,0.0,2.103896103896104,8,1.8608459846363565,71.3896103896104,120.0,87.36363636363636,227.0,0.02376623376623377,0.05,0.027012987012987013,0.06,15.974025974025974,0.0032467532467532465,278613,278667,m_119,74,0,54,21.0,21.0,77.0,25.0,3.6666666666666665,4.0,0.9523809523809523,3.0,0.3333333333333333,100.0,100.0,2100.0,0.43142857142857144,0.59,9.06,906.0,278610.0,278667.0,5.857142857142857,11.0,0.0,57.0,1.3275862068736624,0.045351473920742895,231.78807893294152,44.0,14.447751280047907,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,80.3,0.014126289023873428,0.6025154870842546,0.0,0.0,0.015700930644413868,0.04696428105509006,0.19015442788020198
j_1263475,1,0,0.0,1.0,1,,65.0,65.0,65.0,65.0,0.02,0.02,0.02,0.02,0.0,0.0,278709,278710,m_1455,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,78.89,0.01417032733456143,,0.0,0.0,,0.0008697089084275937,
j_1493487,1,0,0.0,2.0,2,,39.0,39.0,43.0,43.0,0.02,0.02,0.02,0.02,4.0,0.0,278744,278746,m_2491,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,78.885,0.014172335600907028,,0.0,0.0,,0.0017394178168551875,
j_1547326,16,0,0.0,1.25,5,1.0,85.375,95.0,93.125,114.0,0.03,0.03,0.03,0.03,7.75,0.0,278813,278822,m_1179,16,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,78.02,0.014123296377374478,,0.0,0.0,,0.007827380175848343,
j_33686,3,0,0.0,0.3333333333333333,1,0.5773502691896258,57.333333333333336,90.0,64.33333333333333,90.0,0.02,0.02,0.02,0.02,7.0,0.0,278836,278843,m_1455,3,0,7,3.0,3.0,3.0,1.0,1.0,2.0,0.6666666666666666,1.0,0.3333333333333333,50.0,50.0,150.0,0.20000000000000004,0.2,0.6000000000000001,30.0,278833.0,278843.0,7.0,10.0,0.0,10.0,0.2727272727024793,0.22222222214814813,249.99999874999995,20.0,5.772588722239782,,,,,,,,,,,,,5.0,3.0,0.9659258262890683,0.25881904510252074,0.01,72.87,0.014130281192595734,0.16915823769174898,0.0,0.0,0.003197209564686038,0.006087962358993156,0.05214024709607657
